季度,作品名称,上传p数,遮挡,时间,名称,作品ID,p数,开始时间（剪辑）,结束时间（剪辑）,开始时间,结束时间
202607,THE WORLD IS DANCING 世界在起舞,4,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,622633,1,01:05:53.400,01:09:49.200,https://www.bilibili.com/video/BV166bE6fEsr?t=3953.4,https://www.bilibili.com/video/BV166bE6fEsr?t=4189.2
202607,Re：从零开始的异世界生活 第四季 夺还篇,1,,2026-08-23 09：00：00,【泛式∕录播】认真看我妈的童年,633836,1,03:48:28.700,03:57:40.000,https://www.bilibili.com/video/BV14p8p6DEKC?t=13708.7,https://www.bilibili.com/video/BV14p8p6DEKC?t=14260.0
202607,Let's Go 怪奇组,1,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,595106,1,04:17:49.200,04:20:53.500,https://www.bilibili.com/video/BV166bE6fEsr?t=15469.2,https://www.bilibili.com/video/BV166bE6fEsr?t=15653.5
202607,LV999的村民,1,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,579787,1,03:44:55.000,03:48:02.000,https://www.bilibili.com/video/BV166bE6fEsr?t=13495.0,https://www.bilibili.com/video/BV166bE6fEsr?t=13682.0
202607,Grow Up Show ～向日葵马戏团～,1,,2026-06-23 09：00：00,【泛式∕录播】2026年7月新番茶话会,570583,1,02:02:06.800,02:08:20.600,https://www.bilibili.com/video/BV1Kk7u67EMZ?t=7326.8,https://www.bilibili.com/video/BV1Kk7u67EMZ?t=7700.6
202607,Grow Up Show ～向日葵马戏团～,2,,2026-07-12 20：48：28,【泛式∕录播】令人畏惧的26年7月新番,570583,1,01:03:57.100,01:32:22.100,https://www.bilibili.com/video/BV1rLNG6JE9G?t=3837.1,https://www.bilibili.com/video/BV1rLNG6JE9G?t=5542.1
202607,Grow Up Show ～向日葵马戏团～,3,,2026-07-19 09：00：00,【泛式∕录播】最享受下播番之人,570583,1,03:06:52.600,03:16:57.400,https://www.bilibili.com/video/BV1XhKT6dEFK?t=11212.6,https://www.bilibili.com/video/BV1XhKT6dEFK?t=11817.4
202607,Grow Up Show ～向日葵马戏团～,4,,2026-07-26 14：41：47,【泛式∕录播】炒完这盘就去死,570583,2,00:01:59.200,00:13:00.700,https://www.bilibili.com/video/BV1VS3j6PEic?t=119.2&p=2,https://www.bilibili.com/video/BV1VS3j6PEic?t=780.7&p=2
202607,Grow Up Show ～向日葵马戏团～,5,,2026-07-26 14：41：47,【泛式∕录播】炒完这盘就去死,570583,2,00:17:47.300,00:21:16.800,https://www.bilibili.com/video/BV1VS3j6PEic?t=1067.3&p=2,https://www.bilibili.com/video/BV1VS3j6PEic?t=1276.8&p=2
202607,Grow Up Show ～向日葵马戏团～,6,,2026-08-02 09：00：00,【泛式∕录播】《全缺。》,570583,1,03:40:30.000,03:44:36.200,https://www.bilibili.com/video/BV1Yb3S6dEs9?t=13230.0,https://www.bilibili.com/video/BV1Yb3S6dEs9?t=13476.2
202607,Grow Up Show ～向日葵马戏团～,7,,2026-08-02 09：00：00,【泛式∕录播】《全缺。》,570583,2,00:00:00.600,00:05:37.500,https://www.bilibili.com/video/BV1Yb3S6dEs9?t=0.6&p=2,https://www.bilibili.com/video/BV1Yb3S6dEs9?t=337.5&p=2
202607,Grow Up Show ～向日葵马戏团～,8,,2026-08-09 12：05：16,【泛式∕录播】爱撒娇的人最好命,570583,1,00:49:09.800,00:58:03.700,https://www.bilibili.com/video/BV1bfuL6nEhn?t=2949.8,https://www.bilibili.com/video/BV1bfuL6nEhn?t=3483.7
202607,Grow Up Show ～向日葵马戏团～,9,,2026-08-16 09：00：00,【泛式∕录播】却道天凉好个秋,570583,1,01:10:40.100,01:26:55.800,https://www.bilibili.com/video/BV1XWb16sEkb?t=4240.1,https://www.bilibili.com/video/BV1XWb16sEkb?t=5215.8
202607,Grow Up Show ～向日葵马戏团～,10,,2026-08-23 09：00：00,【泛式∕录播】认真看我妈的童年,570583,1,03:19:47.900,03:48:28.700,https://www.bilibili.com/video/BV14p8p6DEKC?t=11987.9,https://www.bilibili.com/video/BV14p8p6DEKC?t=13708.7
202607,Grow Up Show ～向日葵马戏团～,11,,2026-08-30 09：00：00,【泛式∕录播】冷傲风纪黑长直＜短发波波头,570583,1,02:38:15.700,03:06:21.400,https://www.bilibili.com/video/BV1EZ426PEBY?t=9495.7,https://www.bilibili.com/video/BV1EZ426PEBY?t=11181.4
202607,Grow Up Show ～向日葵马戏团～,12,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,570583,1,02:23:39.600,02:27:24.800,https://www.bilibili.com/video/BV166bE6fEsr?t=8619.6,https://www.bilibili.com/video/BV166bE6fEsr?t=8844.8
202607,Clevatess II-魔兽之王与虚假的勇者传承-,1,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,585820,1,03:20:35.400,03:24:58.200,https://www.bilibili.com/video/BV166bE6fEsr?t=12035.4,https://www.bilibili.com/video/BV166bE6fEsr?t=12298.2
202607,BanG Dream! YUME∞MITA,1,,2026-06-23 09：00：00,【泛式∕录播】2026年7月新番茶话会,583729,1,01:48:13.000,01:53:24.100,https://www.bilibili.com/video/BV1Kk7u67EMZ?t=6493.0,https://www.bilibili.com/video/BV1Kk7u67EMZ?t=6804.1
202607,BanG Dream! YUME∞MITA,2,遮挡,2026-07-05 09：00：00,【泛式∕录播】喜欢看这种残血带点虚弱的人类形象,583729,1,01:39:57.500,02:20:49.000,https://www.bilibili.com/video/BV1v6MN6fE3f?t=5997.5,https://www.bilibili.com/video/BV1v6MN6fE3f?t=8449.0
202607,BanG Dream! YUME∞MITA,3,遮挡,2026-07-12 20：48：28,【泛式∕录播】令人畏惧的26年7月新番,583729,1,02:21:49.000,03:01:28.800,https://www.bilibili.com/video/BV1rLNG6JE9G?t=8509.0,https://www.bilibili.com/video/BV1rLNG6JE9G?t=10888.8
202607,BanG Dream! YUME∞MITA,4,遮挡,2026-07-19 09：00：00,【泛式∕录播】最享受下播番之人,583729,1,01:23:48.300,02:14:29.200,https://www.bilibili.com/video/BV1XhKT6dEFK?t=5028.3,https://www.bilibili.com/video/BV1XhKT6dEFK?t=8069.2
202607,BanG Dream! YUME∞MITA,5,,2026-07-19 09：00：00,【泛式∕录播】最享受下播番之人,583729,1,04:03:13.500,04:04:16.300,https://www.bilibili.com/video/BV1XhKT6dEFK?t=14593.5,https://www.bilibili.com/video/BV1XhKT6dEFK?t=14656.3
202607,BanG Dream! YUME∞MITA,6,,2026-07-19 09：00：00,【泛式∕录播】最享受下播番之人,583729,1,04:34:12.200,04:34:34.200,https://www.bilibili.com/video/BV1XhKT6dEFK?t=16452.2,https://www.bilibili.com/video/BV1XhKT6dEFK?t=16474.2
202607,BanG Dream! YUME∞MITA,7,遮挡,2026-07-26 14：41：47,【泛式∕录播】炒完这盘就去死,583729,2,00:21:32.000,00:56:39.600,https://www.bilibili.com/video/BV1VS3j6PEic?t=1292.0&p=2,https://www.bilibili.com/video/BV1VS3j6PEic?t=3399.6&p=2
202607,BanG Dream! YUME∞MITA,8,遮挡,2026-08-02 09：00：00,【泛式∕录播】《全缺。》,583729,1,01:04:30.000,02:11:07.600,https://www.bilibili.com/video/BV1Yb3S6dEs9?t=3870.0,https://www.bilibili.com/video/BV1Yb3S6dEs9?t=7867.6
202607,BanG Dream! YUME∞MITA,9,,2026-08-02 09：00：00,【泛式∕录播】《全缺。》,583729,2,00:12:45.200,00:14:15.100,https://www.bilibili.com/video/BV1Yb3S6dEs9?t=765.2&p=2,https://www.bilibili.com/video/BV1Yb3S6dEs9?t=855.1&p=2
202607,BanG Dream! YUME∞MITA,10,,2026-08-02 09：00：00,【泛式∕录播】《全缺。》,583729,2,00:25:48.800,00:27:38.300,https://www.bilibili.com/video/BV1Yb3S6dEs9?t=1548.8&p=2,https://www.bilibili.com/video/BV1Yb3S6dEs9?t=1658.3&p=2
202607,BanG Dream! YUME∞MITA,11,遮挡,2026-08-09 12：05：16,【泛式∕录播】爱撒娇的人最好命,583729,1,01:16:10.500,02:25:13.900,https://www.bilibili.com/video/BV1bfuL6nEhn?t=4570.5,https://www.bilibili.com/video/BV1bfuL6nEhn?t=8713.9
202607,BanG Dream! YUME∞MITA,12,,2026-08-09 12：05：16,【泛式∕录播】爱撒娇的人最好命,583729,1,02:38:12.700,02:39:17.300,https://www.bilibili.com/video/BV1bfuL6nEhn?t=9492.7,https://www.bilibili.com/video/BV1bfuL6nEhn?t=9557.3
202607,BanG Dream! YUME∞MITA,13,遮挡,2026-08-16 09：00：00,【泛式∕录播】却道天凉好个秋,583729,1,01:27:00.100,02:22:17.000,https://www.bilibili.com/video/BV1XWb16sEkb?t=5220.1,https://www.bilibili.com/video/BV1XWb16sEkb?t=8537.0
202607,BanG Dream! YUME∞MITA,14,遮挡,2026-08-23 09：00：00,【泛式∕录播】认真看我妈的童年,583729,1,01:17:40.000,02:26:40.500,https://www.bilibili.com/video/BV14p8p6DEKC?t=4660.0,https://www.bilibili.com/video/BV14p8p6DEKC?t=8800.5
202607,BanG Dream! YUME∞MITA,15,遮挡,2026-08-30 09：00：00,【泛式∕录播】冷傲风纪黑长直＜短发波波头,583729,1,01:07:00.700,01:37:25.400,https://www.bilibili.com/video/BV1EZ426PEBY?t=4020.7,https://www.bilibili.com/video/BV1EZ426PEBY?t=5845.4
202607,BanG Dream! YUME∞MITA,16,遮挡,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,583729,1,01:38:00.000,02:00:22.200,https://www.bilibili.com/video/BV166bE6fEsr?t=5880.0,https://www.bilibili.com/video/BV166bE6fEsr?t=7222.2
202607,BanG Dream! YUME∞MITA,17,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,583729,1,02:15:41.000,02:20:03.800,https://www.bilibili.com/video/BV166bE6fEsr?t=8141.0,https://www.bilibili.com/video/BV166bE6fEsr?t=8403.8
202604,黑猫与魔女的教室,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,576351,1,02:35:18.000,02:40:34.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=9318.0,https://www.bilibili.com/video/BV1YbXwBdEAf?t=9634.2
202604,黑猫与魔女的教室,2,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,576351,1,02:46:25.500,02:52:15.600,https://www.bilibili.com/video/BV1LLLL6GEhC?t=9985.5,https://www.bilibili.com/video/BV1LLLL6GEhC?t=10335.6
202604,黑猫与魔女的教室,3,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,576351,1,00:31:15.200,00:34:35.200,https://www.bilibili.com/video/BV1jWVu6RERF?t=1875.2,https://www.bilibili.com/video/BV1jWVu6RERF?t=2075.2
202604,黄泉使者,1,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,568572,1,01:24:17.300,01:42:10.700,https://www.bilibili.com/video/BV1zydxBCEsg?t=5057.3,https://www.bilibili.com/video/BV1zydxBCEsg?t=6130.7
202604,黄泉使者,2,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,568572,1,02:05:41.800,02:15:06.500,https://www.bilibili.com/video/BV1LLLL6GEhC?t=7541.8,https://www.bilibili.com/video/BV1LLLL6GEhC?t=8106.5
202604,黄泉使者,3,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,568572,1,02:19:25.300,02:23:00.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=8365.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=8580.3
202604,黄泉使者,4,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,568572,1,00:26:14.100,00:30:51.500,https://www.bilibili.com/video/BV166bE6fEsr?t=1574.1,https://www.bilibili.com/video/BV166bE6fEsr?t=1851.5
202604,魔法姐妹露露特莉莉,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,501796,1,03:37:00.300,03:40:15.500,https://www.bilibili.com/video/BV1jWVu6RERF?t=13020.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=13215.5
202604,飙马野郎 JOJO的奇妙冒险 第一赛段,1,,2026-03-08 10：17：40,【泛式∕录播】正相反的羽绒服与我,551918,1,00:44:21.900,00:46:24.700,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=2661.9,https://www.bilibili.com/video/BV1y5NTz9Eh1?t=2784.7
202604,飙马野郎 JOJO的奇妙冒险 第一赛段,2,,2026-03-15 09：00：00,【泛式∕录播】我为看周六杂谈而喜悦,551918,1,01:12:01.400,01:15:33.200,https://www.bilibili.com/video/BV1xgwazXEZj?t=4321.4,https://www.bilibili.com/video/BV1xgwazXEZj?t=4533.2
202604,飙马野郎 JOJO的奇妙冒险 第一赛段,3,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,551918,1,00:54:21.100,01:15:21.900,https://www.bilibili.com/video/BV1EtAKzuEyr?t=3261.1,https://www.bilibili.com/video/BV1EtAKzuEyr?t=4521.9
202604,雾尾粉丝后援会,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,513208,1,03:12:22.300,03:16:38.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=11542.3,https://www.bilibili.com/video/BV1YbXwBdEAf?t=11798.2
202604,雾尾粉丝后援会,2,,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,513208,1,03:20:51.100,03:37:23.500,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=12051.1,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=13043.5
202604,雾尾粉丝后援会,3,,2026-05-10 09：00：00,【泛式∕录播】千岁百岁十岁直播间,513208,1,01:24:23.100,01:55:11.900,https://www.bilibili.com/video/BV1pnRRBfEua?t=5063.1,https://www.bilibili.com/video/BV1pnRRBfEua?t=6911.9
202604,雾尾粉丝后援会,4,,2026-05-24 09：00：00,【泛式∕录播】写作动画读作GAL的杂谈回,513208,1,01:53:39.100,01:56:00.000,https://www.bilibili.com/video/BV1nsGz6kEwo?t=6819.1,https://www.bilibili.com/video/BV1nsGz6kEwo?t=6960.0
202604,雾尾粉丝后援会,5,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,513208,1,00:41:41.600,00:45:01.700,https://www.bilibili.com/video/BV1jWVu6RERF?t=2501.6,https://www.bilibili.com/video/BV1jWVu6RERF?t=2701.7
202604,雾尾粉丝后援会,6,,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,513208,1,01:39:56.800,01:51:18.900,https://www.bilibili.com/video/BV1jmEn6iEkk?t=5996.8,https://www.bilibili.com/video/BV1jmEn6iEkk?t=6678.9
202604,雾尾粉丝后援会,7,,2026-06-29 00：52：43,【泛式∕录播】别当兄弟了,513208,1,00:44:56.600,01:08:30.400,https://www.bilibili.com/video/BV1tUTK6JEKi?t=2696.6,https://www.bilibili.com/video/BV1tUTK6JEKi?t=4110.4
202604,钻石王牌 act2 第二季,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,495238,1,03:31:40.400,03:35:25.400,https://www.bilibili.com/video/BV1jWVu6RERF?t=12700.4,https://www.bilibili.com/video/BV1jWVu6RERF?t=12925.4
202604,迦楠大人的白给是恶魔级,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,552589,1,02:47:56.500,02:54:08.300,https://www.bilibili.com/video/BV1YbXwBdEAf?t=10076.5,https://www.bilibili.com/video/BV1YbXwBdEAf?t=10448.3
202604,迦楠大人的白给是恶魔级,2,,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,552589,1,03:26:33.800,03:33:01.100,https://www.bilibili.com/video/BV1B4odBhEBY?t=12393.8,https://www.bilibili.com/video/BV1B4odBhEBY?t=12781.1
202604,迦楠大人的白给是恶魔级,3,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,552589,1,01:07:45.800,01:10:55.700,https://www.bilibili.com/video/BV1jWVu6RERF?t=4065.8,https://www.bilibili.com/video/BV1jWVu6RERF?t=4255.7
202604,迦楠大人的白给是恶魔级,4,,2026-07-12 20：48：28,【泛式∕录播】令人畏惧的26年7月新番,552589,1,00:32:05.000,00:42:56.100,https://www.bilibili.com/video/BV1rLNG6JE9G?t=1925.0,https://www.bilibili.com/video/BV1rLNG6JE9G?t=2576.1
202604,轮回的花瓣,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,506149,1,03:16:38.200,03:21:58.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=11798.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=12118.2
202604,轮回的花瓣,2,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,506149,1,03:05:00.500,03:08:20.700,https://www.bilibili.com/video/BV1jWVu6RERF?t=11100.5,https://www.bilibili.com/video/BV1jWVu6RERF?t=11300.7
202604,转生成自动贩卖机的我今天也在迷宫徘徊 第三季,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,585790,1,02:48:15.500,02:51:40.600,https://www.bilibili.com/video/BV1jWVu6RERF?t=10095.5,https://www.bilibili.com/video/BV1jWVu6RERF?t=10300.6
202604,身为悲剧始作俑者的最强邪恶BOSS女王为民竭心尽力。 第二季,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,567234,1,03:48:25.500,03:51:40.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=13705.5,https://www.bilibili.com/video/BV1jWVu6RERF?t=13900.3
202604,蒲公英,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,631963,1,02:59:00.400,03:00:40.600,https://www.bilibili.com/video/BV1jWVu6RERF?t=10740.4,https://www.bilibili.com/video/BV1jWVu6RERF?t=10840.6
202604,落语朱音,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,576121,1,02:55:57.100,02:56:09.600,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10557.1,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10569.6
202604,落语朱音,2,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,576121,1,01:39:16.200,01:48:11.100,https://www.bilibili.com/video/BV1YbXwBdEAf?t=5956.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=6491.1
202604,落语朱音,3,,2026-04-12 09：00：00,【泛式∕录播】风味啥是给,576121,1,01:48:18.300,02:08:14.200,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=6498.3,https://www.bilibili.com/video/BV1Q9D1B6E6W?t=7694.2
202604,落语朱音,4,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,576121,1,02:15:40.300,02:19:25.300,https://www.bilibili.com/video/BV1jWVu6RERF?t=8140.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=8365.3
202604,落语朱音,5,,2026-06-14 09：00：00,【泛式∕录播】但是梅莉真可爱啊,576121,1,02:04:09.800,02:30:29.500,https://www.bilibili.com/video/BV1BfJW6UEKM?t=7449.8,https://www.bilibili.com/video/BV1BfJW6UEKM?t=9029.5
202604,茉莉花酱的好感度正在崩坏,1,,2026-03-22 09：09：36,【泛式∕录播】直播真简单啊,609183,1,02:52:19.900,02:54:06.900,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10339.9,https://www.bilibili.com/video/BV1EtAKzuEyr?t=10446.9
202604,茉莉花酱的好感度正在崩坏,2,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,609183,1,02:10:14.200,02:12:43.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=7814.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=7963.2
202604,茉莉花酱的好感度正在崩坏,3,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,609183,1,03:41:55.800,03:45:05.500,https://www.bilibili.com/video/BV1jWVu6RERF?t=13315.8,https://www.bilibili.com/video/BV1jWVu6RERF?t=13505.5
202604,自称恶役大小姐的婚约者观察记录。,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,558088,1,03:15:00.300,03:18:30.600,https://www.bilibili.com/video/BV1jWVu6RERF?t=11700.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=11910.6
202604,自称恶役大小姐的婚约者观察记录。,2,,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,558088,1,03:06:49.300,03:39:27.400,https://www.bilibili.com/video/BV1jmEn6iEkk?t=11209.3,https://www.bilibili.com/video/BV1jmEn6iEkk?t=13167.4
202604,租借女友 第五季,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,533027,1,00:38:15.400,00:41:41.600,https://www.bilibili.com/video/BV1jWVu6RERF?t=2295.4,https://www.bilibili.com/video/BV1jWVu6RERF?t=2501.6
202604,神之水滴,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,609175,1,00:34:35.200,00:38:15.400,https://www.bilibili.com/video/BV1jWVu6RERF?t=2075.2,https://www.bilibili.com/video/BV1jWVu6RERF?t=2295.4
202604,神之水滴,2,,2026-09-06 09：00：00,【泛式∕录播】2026年7月新番OP∕ED鉴赏会,609175,1,04:36:40.100,04:39:45.900,https://www.bilibili.com/video/BV166bE6fEsr?t=16600.1,https://www.bilibili.com/video/BV166bE6fEsr?t=16785.9
202604,石纪元 科学与未来 第3部分,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,508004,1,00:16:58.200,00:25:07.100,https://www.bilibili.com/video/BV1YbXwBdEAf?t=1018.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=1507.1
202604,石纪元 科学与未来 第3部分,2,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,508004,1,01:14:11.000,01:18:10.800,https://www.bilibili.com/video/BV1jWVu6RERF?t=4451.0,https://www.bilibili.com/video/BV1jWVu6RERF?t=4690.8
202604,百鬼夜行抄,1,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,627137,1,03:57:50.400,03:58:21.600,https://www.bilibili.com/video/BV1jWVu6RERF?t=14270.4,https://www.bilibili.com/video/BV1jWVu6RERF?t=14301.6
202604,灰原同学重返过去，开启所向无敌的第二轮青春游戏,1,,2026-04-05 12：15：34,【泛式∕录播】羊尾憲輔嘻嘻,567418,1,00:54:34.300,01:15:11.500,https://www.bilibili.com/video/BV11kDgBwEWj?t=3274.3,https://www.bilibili.com/video/BV11kDgBwEWj?t=4511.5
202604,灰原同学重返过去，开启所向无敌的第二轮青春游戏,2,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,567418,1,02:35:47.900,02:53:29.400,https://www.bilibili.com/video/BV1zydxBCEsg?t=9347.9,https://www.bilibili.com/video/BV1zydxBCEsg?t=10409.4
202604,灰原同学重返过去，开启所向无敌的第二轮青春游戏,3,,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,567418,1,01:10:35.300,01:25:28.100,https://www.bilibili.com/video/BV1B4odBhEBY?t=4235.3,https://www.bilibili.com/video/BV1B4odBhEBY?t=5128.1
202604,灰原同学重返过去，开启所向无敌的第二轮青春游戏,4,,2026-05-10 09：00：00,【泛式∕录播】千岁百岁十岁直播间,567418,1,03:06:37.300,03:17:19.600,https://www.bilibili.com/video/BV1pnRRBfEua?t=11197.3,https://www.bilibili.com/video/BV1pnRRBfEua?t=11839.6
202604,灰原同学重返过去，开启所向无敌的第二轮青春游戏,5,,2026-05-24 09：00：00,【泛式∕录播】写作动画读作GAL的杂谈回,567418,1,02:35:53.900,02:38:41.400,https://www.bilibili.com/video/BV1nsGz6kEwo?t=9353.9,https://www.bilibili.com/video/BV1nsGz6kEwo?t=9521.4
202604,灰原同学重返过去，开启所向无敌的第二轮青春游戏,6,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,567418,1,00:45:01.700,00:48:25.000,https://www.bilibili.com/video/BV1jWVu6RERF?t=2701.7,https://www.bilibili.com/video/BV1jWVu6RERF?t=2905.0
202604,灰原同学重返过去，开启所向无敌的第二轮青春游戏,7,,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,567418,1,01:05:49.100,01:23:14.600,https://www.bilibili.com/video/BV1jmEn6iEkk?t=3949.1,https://www.bilibili.com/video/BV1jmEn6iEkk?t=4994.6
202604,灰原同学重返过去，开启所向无敌的第二轮青春游戏,8,,2026-07-05 09：00：00,【泛式∕录播】喜欢看这种残血带点虚弱的人类形象,567418,1,01:11:10.200,01:18:48.600,https://www.bilibili.com/video/BV1v6MN6fE3f?t=4270.2,https://www.bilibili.com/video/BV1v6MN6fE3f?t=4728.6
202604,淡岛百景,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,493724,1,02:28:48.200,02:31:56.800,https://www.bilibili.com/video/BV1YbXwBdEAf?t=8928.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=9116.8
202604,淡岛百景,2,,2026-04-19 09：00：00,【泛式∕录播】我姑且也是一个录播组,493724,1,03:34:07.900,03:34:43.600,https://www.bilibili.com/video/BV1zydxBCEsg?t=12847.9,https://www.bilibili.com/video/BV1zydxBCEsg?t=12883.6
202604,淡岛百景,3,,2026-04-26 09：00：00,【泛式∕录播】闭关前，杂谈一会儿,493724,1,02:11:51.800,02:38:15.600,https://www.bilibili.com/video/BV1B4odBhEBY?t=7911.8,https://www.bilibili.com/video/BV1B4odBhEBY?t=9495.6
202604,淡岛百景,4,,2026-05-17 09：00：00,【泛式∕录播】最黏住的直播间,493724,1,01:20:27.200,01:34:14.700,https://www.bilibili.com/video/BV1LLLL6GEhC?t=4827.2,https://www.bilibili.com/video/BV1LLLL6GEhC?t=5654.7
202604,淡岛百景,5,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,493724,1,02:54:50.300,02:59:00.400,https://www.bilibili.com/video/BV1jWVu6RERF?t=10490.3,https://www.bilibili.com/video/BV1jWVu6RERF?t=10740.4
202604,淡岛百景,6,,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,493724,1,01:51:17.100,01:56:48.600,https://www.bilibili.com/video/BV1jmEn6iEkk?t=6677.1,https://www.bilibili.com/video/BV1jmEn6iEkk?t=7008.6
202604,淡岛百景,7,,2026-06-07 09：00：00,【泛式∕录播】真看起来我就会搞错,493724,1,03:39:50.900,04:06:52.900,https://www.bilibili.com/video/BV1jmEn6iEkk?t=13190.9,https://www.bilibili.com/video/BV1jmEn6iEkk?t=14812.9
202604,淡岛百景,8,,2026-07-05 09：00：00,【泛式∕录播】喜欢看这种残血带点虚弱的人类形象,493724,1,00:23:25.600,00:29:29.600,https://www.bilibili.com/video/BV1v6MN6fE3f?t=1405.6,https://www.bilibili.com/video/BV1v6MN6fE3f?t=1769.6
202604,没有辣妹会对阿宅温柔!？,1,,2026-03-24 11：31：13,【泛式∕录播】2026年4月新番茶话会,590393,1,01:06:49.200,01:14:35.200,https://www.bilibili.com/video/BV1YbXwBdEAf?t=4009.2,https://www.bilibili.com/video/BV1YbXwBdEAf?t=4475.2
202604,没有辣妹会对阿宅温柔!？,2,,2026-05-30 09：00：00,【泛式∕录播】2026年4月新番OP∕ED鉴赏会,590393,1,00:12:15.800,00:16:55.000,https://www.bilibili.com/video/BV1jWVu6RERF?t=735.8,https://www.bilibili.com/video/BV1jWVu6RERF?t=1015.0
